transaction_id,user_id,amount,timestamp,country,state,location,device,payment_method,is_local,is_out_of_state,is_international,state_risk_level,international_risk_level,prev_transactions_24h,avg_amount_30d,transaction_hour,is_weekend,amount_to_avg_ratio,risk_score,fraud_score,label,is_high_amount,is_business_hours,is_suspicious_time
fe1105b29cde,9051200,99.31,2025-04-06T06:18:39.181448,GB,,GB,iOS,Credit Card,0,0,1,0,2,1,13909.12,6,1,0.01,82,8,1,0,0,0
7c5d9d893765,8060611,10.63,2025-05-11T01:53:59.181463,IN,Delhi,"Delhi, India",iOS,Debit Card,0,1,0,2,0,0,5205.73,1,1,0.0,43,5,0,0,0,1
aeac6cf33262,4172376,142.84,2025-05-26T04:03:42.181478,IN,Tamil Nadu,"Tamil Nadu, India",iOS,UPI,0,1,0,1,0,0,6352.44,4,0,0.02,37,4,0,0,0,1
95808a6427b6,3943245,15.4,2025-04-23T19:13:14.181493,IN,Andhra Pradesh,"Andhra Pradesh, India",Android,Net Banking,0,1,0,1,0,0,2152.82,19,0,0.01,27,2,0,0,0,0
26c2131db143,8314247,83.41,2025-05-24T18:49:46.181507,IN,Delhi,"Delhi, India",Android,Credit Card,0,1,0,2,0,1,3557.68,18,1,0.02,28,3,0,0,0,0
ff67f69fcf58,8052943,28.14,2025-05-14T18:43:18.181529,IN,Kerala,"Kerala, India",Android,Credit Card,0,1,0,1,0,2,2765.85,18,0,0.01,12,2,0,0,0,0
552301f35fb8,3650453,9.27,2025-05-19T15:50:51.181545,IN,Karnataka,"Karnataka, India",Android,UPI,1,0,0,0,0,1,3086.31,15,0,0.0,0,0,0,0,1,0
a61395860e1f,5618876,63.12,2025-05-20T11:43:31.181559,IN,Karnataka,"Karnataka, India",Android,UPI,1,0,0,0,0,3,2174.55,11,0,0.03,4,0,0,0,1,0
8b30e65ed5b1,2944105,75.01,2025-05-16T21:49:00.181574,IN,West Bengal,"West Bengal, India",iOS,Debit Card,0,1,0,3,0,1,6332.49,21,0,0.01,39,4,0,0,0,0
3381ab8248e1,1869187,37.26,2025-04-16T00:24:25.181588,CN,,CN,Windows,Debit Card,0,0,1,0,4,1,23690.55,0,0,0.0,74,7,1,0,0,0
f51fafa355b8,8446830,33.65,2025-04-02T01:00:32.181603,IN,Karnataka,"Karnataka, India",Android,Wallet,1,0,0,0,0,2,2878.88,1,0,0.01,12,2,0,0,0,1
569a34a6367f,8421774,105.58,2025-03-30T06:42:31.181617,IN,Karnataka,"Karnataka, India",Android,UPI,1,0,0,0,0,3,2641.19,6,1,0.04,5,1,0,0,0,0
dc2e9a840d19,2643648,87.02,2025-04-26T17:07:11.181631,IN,Telangana,"Telangana, India",iOS,Net Banking,0,1,0,1,0,0,4005.2,17,1,0.02,14,2,0,0,1,0
5b9bdcd039ab,1249044,7.06,2025-05-13T12:42:51.181646,IN,Tamil Nadu,"Tamil Nadu, India",iOS,Net Banking,0,1,0,1,0,1,3484.46,12,0,0.0,27,2,0,0,1,0
96a96028a60c,2991738,31.52,2025-04-06T22:42:07.181660,IN,Karnataka,"Karnataka, India",Android,Debit Card,1,0,0,0,0,1,1858.37,22,1,0.02,15,1,0,0,0,0
9bfe4fd28879,1092518,14.07,2025-05-24T14:00:58.181674,CN,,CN,iOS,Net Banking,0,0,1,0,4,0,11542.3,14,1,0.0,94,10,1,0,1,0
35c788c54e41,5786066,132.97,2025-05-15T20:02:35.181689,IN,Telangana,"Telangana, India",Android,Net Banking,0,1,0,1,0,0,5410.38,20,0,0.02,17,2,0,0,0,0
caebe9e837c9,2860539,170.99,2025-05-08T18:24:27.181704,SG,,SG,iOS,Debit Card,0,0,1,0,2,0,7284.59,18,0,0.02,57,5,0,0,0,0
4341afa1ae82,5229802,463.08,2025-05-05T20:36:57.181718,US,,US,iOS,Debit Card,0,0,1,0,2,2,20825.48,20,0,0.02,50,5,0,0,0,0
25bb02da0edd,5937983,217.81,2025-04-17T07:36:08.181732,IN,Maharashtra,"Maharashtra, India",Android,Net Banking,0,1,0,2,0,2,6318.93,7,0,0.03,41,4,0,0,0,0
65be899dbbee,7554612,112.21,2025-05-26T16:06:04.181747,US,,US,Android,Credit Card,0,0,1,0,2,1,28645.62,16,0,0.0,53,6,0,0,1,0
fdc50069db66,1407908,2249.72,2025-05-18T00:51:04.181761,DE,,DE,Android,Debit Card,0,0,1,0,2,0,25635.78,0,1,0.09,62,6,0,0,0,0
2a876002e9c1,3187483,119.34,2025-05-27T00:31:39.181775,IN,Andhra Pradesh,"Andhra Pradesh, India",Android,Net Banking,0,1,0,1,0,3,4082.05,0,0,0.03,24,2,0,0,0,0
7fc6f79ed3b1,5783697,21.8,2025-04-02T16:41:17.181791,IN,Tamil Nadu,"Tamil Nadu, India",iOS,Debit Card,0,1,0,1,0,0,5851.85,16,0,0.0,17,2,0,0,1,0
1c9307cf681f,7144756,417.97,2025-04-05T14:35:35.181807,US,,US,iOS,Credit Card,0,0,1,0,2,0,21635.72,14,1,0.02,66,7,0,0,1,0
19a0c5be3dae,6913186,285.81,2025-04-07T18:51:07.181823,IN,Delhi,"Delhi, India",Android,UPI,0,1,0,2,0,0,3550.14,18,0,0.08,28,3,0,0,0,0
44996cf79ce8,1764327,125.24,2025-05-19T11:49:19.181837,SG,,SG,iOS,Credit Card,0,0,1,0,2,1,10658.37,11,0,0.01,56,6,0,0,1,0
7f7e433e0cf6,3058131,33.59,2025-05-03T20:04:06.181852,IN,Uttar Pradesh,"Uttar Pradesh, India",Android,Credit Card,0,1,0,3,0,1,5213.25,20,1,0.01,34,4,1,0,0,0
9278842e0388,8357179,45.28,2025-04-16T22:09:23.181867,IN,Karnataka,"Karnataka, India",Android,Credit Card,1,0,0,0,0,3,1432.99,22,0,0.03,17,1,0,0,0,0
549bd551e92b,8531732,775.54,2025-04-22T13:54:55.181881,DE,,DE,iOS,Wallet,0,0,1,0,2,0,37710.58,13,0,0.02,49,5,0,0,1,0
00bf5ab5882f,1620061,25.18,2025-04-04T20:12:29.181895,IN,Maharashtra,"Maharashtra, India",Android,Debit Card,0,1,0,2,0,2,1943.7,20,0,0.01,33,3,0,0,0,0
75f7a00318ce,3546855,39.02,2025-05-23T21:40:04.181916,IN,Gujarat,"Gujarat, India",Android,Credit Card,0,1,0,2,0,1,2651.41,21,0,0.01,31,3,0,0,0,0
aa78f2a88e52,7903576,158.02,2025-04-02T03:04:06.181932,US,,US,iOS,Net Banking,0,0,1,0,2,0,12371.53,3,0,0.01,83,9,1,0,0,1
8f9c9af0154a,2469890,34.78,2025-05-16T20:35:02.181947,IN,Kerala,"Kerala, India",Android,Credit Card,0,1,0,1,0,1,2679.61,20,0,0.01,13,2,0,0,0,0
50c8401d2bc3,6985977,127.57,2025-05-07T00:23:03.181961,IN,West Bengal,"West Bengal, India",iOS,Debit Card,0,1,0,3,0,1,4908.0,0,0,0.03,35,4,0,0,0,0
3846d87cbea3,9429904,1273.76,2025-05-11T06:21:21.181976,FR,,FR,Android,Net Banking,0,0,1,0,2,0,18139.72,6,1,0.07,95,9,1,0,0,0
63600aa8bad0,8711829,62.68,2025-05-25T07:34:26.181990,IN,Karnataka,"Karnataka, India",Android,UPI,1,0,0,0,0,1,2483.99,7,1,0.03,9,1,0,0,0,0
606ddb4c150a,6347213,14.44,2025-04-22T03:04:36.182005,IN,Karnataka,"Karnataka, India",Android,Debit Card,1,0,0,0,0,0,1107.68,3,0,0.01,16,2,0,0,0,1
9546602b2b3a,4737994,160.69,2025-04-27T10:34:20.182019,IN,Rajasthan,"Rajasthan, India",Android,Debit Card,0,1,0,3,0,1,4659.25,10,1,0.03,35,4,0,0,1,0
8d099b395c84,6044324,158.0,2025-04-15T10:24:24.182035,SG,,SG,Windows,Credit Card,0,0,1,0,2,1,27656.0,10,0,0.01,65,6,0,0,1,0
789a7a1cf6dd,4207901,65.18,2025-04-19T18:20:25.182049,IN,Maharashtra,"Maharashtra, India",Android,UPI,0,1,0,2,0,1,5182.78,18,1,0.01,34,3,0,0,0,0
36b42b98df0e,9015356,31.48,2025-04-23T00:50:24.182064,IN,West Bengal,"West Bengal, India",Android,UPI,0,1,0,3,0,1,5305.42,0,0,0.01,38,4,0,0,0,0
a98dc3b6c5ce,2941865,103.58,2025-04-01T18:44:08.182078,IN,Karnataka,"Karnataka, India",Android,Net Banking,1,0,0,0,0,3,2020.94,18,0,0.05,2,0,0,0,0,0
6efcdf842476,6196755,338.19,2025-05-04T08:11:32.182092,CA,,CA,Android,Credit Card,0,0,1,0,2,0,17759.45,8,1,0.02,70,7,1,0,0,0
bebb0616d17a,8724602,369.04,2025-03-31T02:41:00.182105,US,,US,iOS,Debit Card,0,0,1,0,2,0,2089.29,2,0,0.18,72,7,1,0,0,1
627b439c5855,7257598,20.05,2025-04-01T12:29:22.182120,IN,Karnataka,"Karnataka, India",Android,Credit Card,1,0,0,0,0,3,1598.04,12,0,0.01,4,0,0,0,1,0
5f036a727a5d,9065100,55.3,2025-05-10T05:08:25.182134,IN,Karnataka,"Karnataka, India",iOS,Debit Card,1,0,0,0,0,2,648.83,5,1,0.09,17,2,0,0,0,1
568ab977396f,1941450,71.73,2025-05-11T06:20:01.182153,IN,Karnataka,"Karnataka, India",Android,Credit Card,1,0,0,0,0,3,1272.01,6,1,0.06,9,1,0,0,0,0
4dbdcbee311a,6878489,1109.46,2025-04-19T17:07:18.182171,CN,,CN,Android,Debit Card,0,0,1,0,4,0,10404.26,17,1,0.11,83,8,1,0,1,0
97d40f0aee65,8662905,49.88,2025-05-15T05:33:49.182186,IN,Delhi,"Delhi, India",Android,Wallet,0,1,0,2,0,1,4031.78,5,0,0.01,51,5,0,0,0,1
270851b6efe5,6525248,85.15,2025-03-31T09:04:20.182200,IN,Karnataka,"Karnataka, India",Android,UPI,1,0,0,0,0,2,519.53,9,0,0.16,2,0,0,0,1,0
89a931123b03,7291313,14.27,2025-03-31T16:34:24.182215,IN,Karnataka,"Karnataka, India",Windows,Credit Card,1,0,0,0,0,0,1910.43,16,0,0.01,0,0,0,0,1,0
850cfd898d5b,1960863,71.17,2025-04-17T16:41:44.182230,IN,Karnataka,"Karnataka, India",Android,UPI,1,0,0,0,0,0,4297.22,16,0,0.02,0,0,0,0,1,0
ab17c557b0d8,7319176,462.67,2025-04-24T06:21:29.182243,IN,Karnataka,"Karnataka, India",Android,Credit Card,1,0,0,0,0,3,1994.05,6,0,0.23,2,1,0,0,0,0
47e52fdbd8c7,7853016,553.86,2025-05-24T03:48:45.182257,IN,Delhi,"Delhi, India",Android,Net Banking,0,1,0,2,0,0,6277.13,3,1,0.09,43,5,0,0,0,1
56f9ac873a85,7615376,29.31,2025-04-25T06:40:33.182272,IN,Gujarat,"Gujarat, India",Android,Debit Card,0,1,0,2,0,0,3166.86,6,0,0.01,40,4,0,0,0,0
fae53fa5d0ca,7468377,49.13,2025-04-24T09:07:02.182286,IN,Karnataka,"Karnataka, India",Android,Net Banking,1,0,0,0,0,0,2533.98,9,0,0.02,0,0,0,0,1,0
525f70754d0a,6770350,30.39,2025-05-08T08:34:01.182300,IN,Maharashtra,"Maharashtra, India",Android,UPI,0,1,0,2,0,1,6051.48,8,0,0.01,29,3,0,0,0,0
43a30784409d,1531161,170.38,2025-05-05T11:07:01.182321,IN,Kerala,"Kerala, India",iOS,Net Banking,0,1,0,1,0,1,5630.99,11,0,0.03,17,2,0,0,1,0
4e8347f44dae,7037215,29.34,2025-04-22T06:10:23.182336,JP,,JP,Android,Wallet,0,0,1,0,3,1,18037.98,6,0,0.0,77,7,0,0,0,0
6ea172abbd40,9409531,204.99,2025-05-23T15:10:56.182351,CA,,CA,Android,Debit Card,0,0,1,0,2,0,20820.53,15,0,0.01,52,5,0,0,1,0
eb909cde756f,5885540,366.37,2025-05-23T20:24:09.182365,IN,Kerala,"Kerala, India",Android,UPI,0,1,0,1,0,1,3930.41,20,0,0.09,28,2,0,0,0,0
01356b9faa6c,7811897,1111.54,2025-04-04T17:42:04.182379,CA,,CA,Android,Debit Card,0,0,1,0,2,0,25681.75,17,0,0.04,54,5,0,0,1,0
becc08b55399,2149953,3.08,2025-05-05T10:49:08.182394,IN,Andhra Pradesh,"Andhra Pradesh, India",Android,Net Banking,0,1,0,1,0,1,3602.69,10,0,0.0,26,2,0,0,1,0
cbc4373a887c,3028398,36.37,2025-04-11T17:31:49.182408,IN,Karnataka,"Karnataka, India",Windows,UPI,1,0,0,0,0,2,2021.78,17,0,0.02,5,1,0,0,1,0
09ac10635843,9003900,12.69,2025-04-28T13:53:49.182422,CN,,CN,iOS,Credit Card,0,0,1,0,4,0,4406.84,13,0,0.0,81,8,1,0,1,0
eec365059b2b,8457743,20.52,2025-05-06T22:14:15.182438,IN,Karnataka,"Karnataka, India",iOS,Debit Card,1,0,0,0,0,0,1335.06,22,0,0.02,9,1,0,0,0,0
cdd8edbb81aa,2634197,96.86,2025-05-01T17:28:36.182452,IN,Rajasthan,"Rajasthan, India",Android,Debit Card,0,1,0,3,0,0,4885.7,17,0,0.02,39,4,0,0,1,0
7d3e7468d0fc,1134980,23.49,2025-04-17T13:52:24.182466,IN,Karnataka,"Karnataka, India",Android,Net Banking,1,0,0,0,0,1,2604.79,13,0,0.01,5,0,0,0,1,0
b0afbb601296,7526124,9.83,2025-04-15T19:13:30.182480,IN,Karnataka,"Karnataka, India",Android,Credit Card,1,0,0,0,0,6,2593.82,19,0,0.0,18,2,0,0,0,0
83154e3ce4e6,7069851,38.6,2025-04-21T20:17:00.182495,IN,Rajasthan,"Rajasthan, India",Android,Debit Card,0,1,0,3,0,0,4425.98,20,0,0.01,32,4,0,0,0,0
5eba4cb22c39,7239425,38.85,2025-04-18T13:53:44.182509,IN,Karnataka,"Karnataka, India",Android,Credit Card,1,0,0,0,0,1,2220.61,13,0,0.02,0,0,0,0,1,0
4ba7a0d2e827,3004628,50.87,2025-05-24T11:15:31.182523,IN,Karnataka,"Karnataka, India",Android,Net Banking,1,0,0,0,0,0,3782.24,11,1,0.01,0,0,0,0,1,0
a0e3ca3cde55,2403337,34.46,2025-05-20T15:25:22.182537,IN,Maharashtra,"Maharashtra, India",Android,Net Banking,0,1,0,2,0,3,3094.83,15,0,0.01,29,3,0,0,1,0
519dfba8c417,9149031,45.0,2025-04-13T08:06:35.182550,IN,Bihar,"Bihar, India",Android,Credit Card,0,1,0,3,0,2,4051.11,8,1,0.01,37,4,0,0,0,0
6a342b1a0e4e,7221937,8.32,2025-05-07T18:18:00.182564,IN,Karnataka,"Karnataka, India",Android,Debit Card,1,0,0,0,0,4,1519.07,18,0,0.01,2,1,0,0,0,0
463fb978e7b2,2992731,133.19,2025-05-09T03:19:09.182578,IN,Karnataka,"Karnataka, India",Android,Credit Card,1,0,0,0,0,2,2729.75,3,0,0.05,25,2,0,0,0,1
28272bd202b8,6370518,390.35,2025-04-09T04:51:39.182593,GB,,GB,iOS,Credit Card,0,0,1,0,2,1,22290.42,4,0,0.02,86,8,0,0,0,1
bdd6cd5aa169,5129689,115.17,2025-05-12T08:52:08.182607,IN,Kerala,"Kerala, India",iOS,Credit Card,0,1,0,1,0,1,6128.51,8,0,0.02,17,2,0,0,0,0
c2f893db84d3,5725250,28.69,2025-05-03T19:47:49.182622,IN,Karnataka,"Karnataka, India",iOS,UPI,1,0,0,0,0,3,3224.55,19,1,0.01,0,0,0,0,0,0
7984c13aa507,1384742,5245.78,2025-04-19T13:40:40.182636,US,,US,Android,Credit Card,0,0,1,0,2,0,11856.53,13,1,0.44,64,7,1,0,1,0
3ee81717d30f,6595283,139.63,2025-04-20T08:45:46.182651,IN,Karnataka,"Karnataka, India",Android,Net Banking,1,0,0,0,0,3,1759.7,8,1,0.08,7,0,0,0,0,0
7b07d35e6e97,9624244,144.05,2025-04-27T21:30:30.182665,IN,Karnataka,"Karnataka, India",iOS,UPI,1,0,0,0,0,3,2576.89,21,1,0.06,0,0,0,0,0,0
959d9c6d748d,8301908,203.1,2025-04-29T20:46:30.182680,IN,Gujarat,"Gujarat, India",Android,Debit Card,0,1,0,2,0,1,5258.61,20,0,0.04,35,3,0,0,0,0
77acb6b35a1b,6281055,46.06,2025-04-21T19:21:34.182695,IN,Karnataka,"Karnataka, India",Android,Debit Card,1,0,0,0,0,2,2244.14,19,0,0.02,3,0,0,0,0,0
e9ff10c3cc53,6761390,179.16,2025-03-31T22:50:47.182714,IN,Maharashtra,"Maharashtra, India",iOS,Debit Card,0,1,0,2,0,0,4056.22,22,0,0.04,47,4,0,0,0,0
a534ba278446,9790224,21.45,2025-05-19T23:52:57.182730,IN,Andhra Pradesh,"Andhra Pradesh, India",iOS,Credit Card,0,1,0,1,0,2,5216.19,23,0,0.0,31,3,0,0,0,0
38063d7dce7d,2423185,11.73,2025-04-14T23:02:41.182745,IN,Karnataka,"Karnataka, India",Android,UPI,1,0,0,0,0,2,2207.94,23,0,0.01,5,1,0,0,0,0
a5fde0d2d938,4858778,911.47,2025-04-21T21:35:34.182759,IN,Karnataka,"Karnataka, India",Android,Debit Card,1,0,0,0,0,1,2734.4,21,0,0.33,1,0,0,0,0,0
7e9990a97f5b,8502029,415.31,2025-04-02T20:59:08.182772,AU,,AU,Android,Net Banking,0,0,1,0,2,0,28594.36,20,0,0.01,67,7,1,0,0,0
40fbc48cd32e,9219996,10.37,2025-05-29T10:47:07.182787,IN,Karnataka,"Karnataka, India",Android,Debit Card,1,0,0,0,0,2,1471.54,10,0,0.01,4,0,0,0,1,0
73433f7a829c,6572505,131.11,2025-04-07T23:32:01.182801,IN,Karnataka,"Karnataka, India",Android,Credit Card,1,0,0,0,0,2,2334.3,23,0,0.06,6,1,0,0,0,0
b3ec8b419794,3358089,358.44,2025-04-15T14:35:34.182817,US,,US,Android,Credit Card,0,0,1,0,2,1,12956.26,14,0,0.03,58,6,0,0,1,0
a1fffa850e15,5680510,7.74,2025-04-09T03:38:27.182832,IN,Karnataka,"Karnataka, India",Android,Credit Card,1,0,0,0,0,2,3108.12,3,0,0.0,14,2,0,0,0,1
07845d57b5f9,1284931,110.34,2025-04-03T09:41:27.182846,IN,Rajasthan,"Rajasthan, India",macOS,Debit Card,0,1,0,3,0,2,2652.6,9,0,0.04,46,4,0,0,1,0
5cc74e59b38e,5229449,11.0,2025-04-15T03:18:26.182861,SG,,SG,iOS,Debit Card,0,0,1,0,2,1,23768.7,3,0,0.0,65,7,1,0,0,1
bc035a580a9c,2907724,205.43,2025-03-30T18:10:39.182876,IN,Uttar Pradesh,"Uttar Pradesh, India",Android,Net Banking,0,1,0,3,0,0,4673.08,18,1,0.04,41,4,0,0,0,0
4523e74fb355,2602147,130.75,2025-04-24T08:44:07.182891,IN,Maharashtra,"Maharashtra, India",Android,Debit Card,0,1,0,2,0,1,4782.52,8,0,0.03,30,3,0,0,0,0
9a1f0ae767a3,3277729,62.8,2025-03-31T14:50:50.182905,IN,Karnataka,"Karnataka, India",iOS,UPI,1,0,0,0,0,3,3349.42,14,0,0.02,1,0,0,0,1,0
4339e51b7a32,8811089,8.27,2025-04-04T07:01:16.182920,IN,Karnataka,"Karnataka, India",Android,UPI,1,0,0,0,0,5,2014.26,7,0,0.0,13,2,0,0,0,0
e87dbf81fc70,7014131,19.96,2025-05-27T12:52:17.182937,IN,Tamil Nadu,"Tamil Nadu, India",Windows,UPI,0,1,0,1,0,0,4556.1,12,0,0.0,32,3,0,0,1,0
2a41a0043557,6847956,5.81,2025-05-22T13:37:17.182953,IN,Karnataka,"Karnataka, India",Android,Debit Card,1,0,0,0,0,4,1789.95,13,0,0.0,3,1,0,0,1,0
aed2efc14215,6409322,15.6,2025-04-08T07:29:21.182968,IN,Karnataka,"Karnataka, India",Android,Credit Card,1,0,0,0,0,2,1018.23,7,0,0.02,9,1,0,0,0,0
5762645db691,7451116,8.06,2025-05-20T18:58:26.182982,IN,Tamil Nadu,"Tamil Nadu, India",Android,Credit Card,0,1,0,1,0,0,4953.95,18,0,0.0,15,2,0,0,0,0
dded7f035ccb,4152275,291.19,2025-04-30T20:58:49.182996,GB,,GB,Android,Debit Card,0,0,1,0,2,0,13110.9,20,0,0.02,47,5,0,0,0,0
42fdae43225d,2493289,28.39,2025-04-17T02:21:30.183010,IN,Maharashtra,"Maharashtra, India",Android,Net Banking,0,1,0,2,0,1,4427.66,2,0,0.01,55,5,0,0,0,1
72ff654d03ce,7314179,23.36,2025-05-14T10:15:27.183024,IN,Uttar Pradesh,"Uttar Pradesh, India",iOS,Debit Card,0,1,0,3,0,2,2508.27,10,0,0.01,36,4,0,0,1,0
d8af89fee894,5461711,587.84,2025-03-29T15:13:22.183039,CN,,CN,iOS,Debit Card,0,0,1,0,4,0,7936.46,15,1,0.07,79,8,1,0,1,0
f23ebd8a01e8,5670162,106.57,2025-05-17T00:10:08.183053,IN,Karnataka,"Karnataka, India",Android,Net Banking,1,0,0,0,0,2,2664.03,0,1,0.04,0,0,0,0,0,0
48a534527c66,9631149,98.3,2025-05-15T19:32:52.183069,IN,West Bengal,"West Bengal, India",Android,Debit Card,0,1,0,3,0,1,1941.61,19,0,0.05,35,4,0,0,0,0
98f85889d4bc,2966765,98.01,2025-03-30T08:28:51.183083,IN,Delhi,"Delhi, India",Android,Debit Card,0,1,0,2,0,1,4706.39,8,1,0.02,22,3,0,0,0,0
853d8c5ff76a,6486558,198.0,2025-05-15T16:54:18.183098,US,,US,Android,Debit Card,0,0,1,0,2,0,24661.71,16,0,0.01,48,5,0,0,1,0
c62c4e60c4c9,7396454,37.61,2025-04-18T16:21:11.183178,IN,Karnataka,"Karnataka, India",iOS,Credit Card,1,0,0,0,0,2,1881.09,16,0,0.02,4,0,0,0,1,0
38f78dcad793,1034253,908.14,2025-05-25T10:45:00.183197,GB,,GB,iOS,Credit Card,0,0,1,0,2,0,36525.41,10,1,0.02,76,7,1,0,1,0
1ff391841f96,1058039,22.1,2025-05-18T14:37:58.183211,IN,Karnataka,"Karnataka, India",Android,Wallet,1,0,0,0,0,5,3163.19,14,1,0.01,3,1,0,0,1,0
299251990542,9548638,82.9,2025-04-26T21:26:03.183228,IN,Tamil Nadu,"Tamil Nadu, India",Android,UPI,0,1,0,1,0,1,5412.51,21,1,0.02,15,2,0,0,0,0
3a4ef5e1b11d,7790771,92.34,2025-04-07T09:58:30.183242,IN,Karnataka,"Karnataka, India",iOS,Debit Card,1,0,0,0,0,2,555.14,9,0,0.17,1,0,0,0,1,0
03c508842cf0,5659913,3823.85,2025-04-19T11:35:56.183257,CN,,CN,iOS,Credit Card,0,0,1,0,4,1,34481.92,11,1,0.11,91,9,1,0,1,0
98a62c0d5193,5635845,52.42,2025-05-06T20:40:37.183272,IN,Telangana,"Telangana, India",Android,UPI,0,1,0,1,0,0,6503.43,20,0,0.01,24,2,0,0,0,0
1d41927a6fb9,5206137,134.14,2025-04-02T16:38:47.183288,IN,Andhra Pradesh,"Andhra Pradesh, India",Android,UPI,0,1,0,1,0,0,5103.51,16,0,0.03,25,2,0,0,1,0
203134b7def1,1818500,725.49,2025-05-16T22:46:47.183302,US,,US,Android,Credit Card,0,0,1,0,2,1,15409.71,22,0,0.05,69,7,1,0,0,0
3ea7cd924820,4712417,232.18,2025-05-02T07:39:39.183317,IN,Delhi,"Delhi, India",iOS,Debit Card,0,1,0,2,0,2,762.81,7,0,0.3,44,4,0,0,0,0
8dbca57478c9,5155802,65.13,2025-04-01T11:21:08.183331,IN,Karnataka,"Karnataka, India",Android,Debit Card,1,0,0,0,0,2,1746.65,11,0,0.04,1,0,0,0,1,0
ed1471d3d4f1,2977640,996.14,2025-04-01T10:10:46.183346,SG,,SG,iOS,Credit Card,0,0,1,0,2,0,5419.87,10,0,0.18,67,6,0,0,1,0
c36c73f5fb60,8284657,309.59,2025-05-03T23:05:54.183360,US,,US,Windows,Debit Card,0,0,1,0,2,0,17505.02,23,1,0.02,62,7,1,0,0,0
8f2c6786486b,1401534,99.21,2025-04-22T01:58:20.183375,IN,Karnataka,"Karnataka, India",Android,Net Banking,1,0,0,0,0,3,1930.2,1,0,0.05,27,2,0,0,0,1
12bfcac6fc96,6890149,32.96,2025-05-24T18:58:01.183390,IN,Uttar Pradesh,"Uttar Pradesh, India",Android,Credit Card,0,1,0,3,0,1,4935.18,18,1,0.01,37,4,0,0,0,0
ee371b10577b,1317783,4.65,2025-04-15T04:35:53.183405,IN,Karnataka,"Karnataka, India",Android,Credit Card,1,0,0,0,0,1,1087.14,4,0,0.0,23,2,0,0,0,1
a715abaf0fdb,2873259,230.51,2025-04-12T10:43:08.183418,CN,,CN,Windows,Net Banking,0,0,1,0,4,0,0.0,10,1,230.51,98,10,1,0,1,0
ce410cf90cac,1012324,48.17,2025-05-11T06:48:09.183433,IN,Delhi,"Delhi, India",iOS,UPI,0,1,0,2,0,0,3986.02,6,1,0.01,33,4,0,0,0,0
7b85524d45f9,7136082,6.73,2025-05-19T03:59:38.183448,IN,Karnataka,"Karnataka, India",iOS,Debit Card,1,0,0,0,0,1,1942.93,3,0,0.0,12,2,0,0,0,1
22d345de781f,4884199,1683.76,2025-05-27T00:27:04.183462,JP,,JP,iOS,Net Banking,0,0,1,0,3,0,9521.08,0,0,0.18,88,8,1,0,0,0
42dcd7bc3be4,6652842,6.09,2025-04-09T20:51:38.183477,IN,Karnataka,"Karnataka, India",iOS,UPI,1,0,0,0,0,3,1908.63,20,0,0.0,0,0,0,0,0,0
3b82ca528674,7870526,59.54,2025-04-06T11:27:48.183491,IN,Punjab,"Punjab, India",Android,Debit Card,0,1,0,2,0,1,3590.2,11,1,0.02,29,3,0,0,1,0
db52d7cdb852,4803703,16.25,2025-05-05T11:18:12.183505,IN,Karnataka,"Karnataka, India",Android,Credit Card,1,0,0,0,0,5,412.29,11,0,0.04,15,1,0,0,1,0
22043d13fa64,9060129,244.87,2025-05-02T13:04:05.183519,CN,,CN,Android,Credit Card,0,0,1,0,4,0,13318.54,13,0,0.02,88,8,0,0,1,0
2940e934529f,7344803,1181.82,2025-04-27T01:15:47.183539,US,,US,Android,Debit Card,0,0,1,0,2,0,33892.76,1,1,0.03,76,8,0,0,0,1
62ab012a6739,2128874,10.17,2025-04-28T11:00:30.183557,IN,Karnataka,"Karnataka, India",Android,Credit Card,1,0,0,0,0,3,763.73,11,0,0.01,0,0,0,0,1,0
0f757f383a03,3136333,497.71,2025-05-22T14:43:30.183573,CA,,CA,Android,Credit Card,0,0,1,0,2,0,23155.33,14,0,0.02,62,6,0,0,1,0
e894869ed2a3,2172235,37.61,2025-05-16T00:04:22.183589,IN,Maharashtra,"Maharashtra, India",iOS,UPI,0,1,0,2,0,0,602.18,0,0,0.06,38,3,0,0,0,0
021f2c65ce1e,1515483,129.09,2025-05-15T07:44:17.183603,IN,Maharashtra,"Maharashtra, India",Android,Credit Card,0,1,0,2,0,0,3183.22,7,0,0.04,33,4,0,0,0,0
ca9ed406ba10,2411102,6.11,2025-05-08T07:07:19.183618,IN,Karnataka,"Karnataka, India",Android,UPI,1,0,0,0,0,3,829.32,7,0,0.01,2,1,0,0,0,0
ee9c0856fc7f,2653106,337.26,2025-05-05T23:39:29.183633,US,,US,Android,Credit Card,0,0,1,0,2,1,17542.04,23,0,0.02,63,7,1,0,0,0
a0fb8d77527e,4578401,1265.38,2025-05-28T11:16:14.183648,GB,,GB,Android,Debit Card,0,0,1,0,2,0,20060.17,11,0,0.06,57,5,0,0,1,0
1dd97c785db1,4120911,142.38,2025-05-16T14:52:13.183662,IN,West Bengal,"West Bengal, India",Android,UPI,0,1,0,3,0,0,5692.43,14,0,0.03,38,4,0,0,1,0
70f942575752,4514962,13.05,2025-05-26T11:32:18.183677,IN,Gujarat,"Gujarat, India",Android,Debit Card,0,1,0,2,0,0,5288.74,11,0,0.0,38,3,0,0,1,0
